order_id,transaction_id,product_name,category,sub_category,quantity_ordered,unit_price,total_sales,cost,order_date,purchase_address,address_city,sales_channel,customer_segment,region,payment_type,delivery_time_days,sales_rep,data_quality_flag
2825,T2825,27in 4K Gaming Monitor,Electronics,Monitors,2,773.0,1546.0,1317.76,2023-02-25 18:52:00,"260 Street, Jakarta",Jakarta,Online,Small Business,Asia,Transfer,5.0,Rep_B,
2826,T2826,AirPods Pro,Electronics,Accessories,4,1136.0,4544.0,3556.5,2023-11-21 08:53:00,"475 Street, Nairobi",Nairobi,Wholesale,Consumer,Europe,Cash,9.0,Rep_A,
2827,T2827,Logitech Mouse,Electronics,Accessories,2,1547.0,3094.0,2528.89,2023-02-22 15:05:00,"408 Street, Cairo",Cairo,Wholesale,Consumer,South America,Transfer,3.0,Rep_D,
2828,T2828,Samsung Galaxy S21,Electronics,Phones,5,387.0,1935.0,1215.35,2023-07-30 20:24:00,"524 Street, São Paulo",São Paulo,In-Store,Consumer,South America,Transfer,7.0,Rep_B,
2829,T2829,iPhone 13,Electronics,Phones,5,516.0,2580.0,1626.49,2023-05-27 08:17:00,"87 Street, São Paulo",São Paulo,Wholesale,Corporate,Asia,Cash,8.0,Rep_A,
2830,T2830,Samsung Galaxy S21,Electronics,Phones,5,1589.0,7945.0,5975.99,2023-01-16 12:07:00,"816 Street, Bangkok",Bangkok,Wholesale,Small Business,South America,Cash,2.0,Rep_A,
2831,T2831,AirPods Pro,Electronics,Accessories,3,1992.0,5976.0,4738.78,2023-01-21 23:51:00,"961 Street, Nairobi",Nairobi,Wholesale,Consumer,Europe,Transfer,8.0,Rep_D,
2832,T2832,27in 4K Gaming Monitor,Electronics,Monitors,2,1153.0,2306.0,1260.1,2023-05-11 10:07:00,"33 Street, Jakarta",Jakarta,In-Store,Corporate,Africa,Transfer,8.0,Rep_A,
2833,T2833,MacBook Air,Electronics,Laptops,1,1072.0,1072.0,642.09,2023-09-10 08:13:00,"990 Street, Bangkok",Bangkok,Online,Consumer,Africa,Transfer,9.0,Rep_C,
2834,T2834,AirPods Pro,Electronics,Accessories,5,1238.0,6190.0,5011.32,2023-10-19 00:05:00,"972 Street, Nairobi",Nairobi,Online,Consumer,Asia,Transfer,7.0,Rep_D,
2835,T2835,Samsung Galaxy S21,Electronics,Phones,5,73.0,365.0,243.38,2023-10-13 00:31:00,"853 Street, Cairo",Cairo,In-Store,Consumer,South America,Transfer,2.0,Rep_B,
2836,T2836,Samsung Galaxy S21,Electronics,Phones,3,534.0,1602.0,1115.31,2023-01-31 01:57:00,"678 Street, Mumbai",Mumbai,Online,Small Business,Europe,Transfer,9.0,Rep_D,
2837,T2837,Samsung Galaxy S21,Electronics,Phones,3,350.0,1050.0,787.43,2023-05-04 19:19:00,"88 Street, Cairo",Cairo,In-Store,Corporate,Asia,Transfer,,Rep_B,
2838,T2838,27in 4K Gaming Monitor,Electronics,Monitors,4,1428.0,5712.0,4969.4,2023-11-05 22:51:00,"393 Street, Lagos",Lagos,In-Store,Corporate,Europe,Transfer,1.0,Rep_A,
2839,T2839,Dell XPS 13,Electronics,Laptops,3,1310.0,3930.0,2929.44,2023-09-12 13:27:00,"935 Street, Nairobi",Nairobi,Wholesale,Small Business,Africa,Cash,2.0,Rep_C,
2840,T2840,iPhone 13,Electronics,Phones,2,294.0,588.0,502.95,2023-03-13 01:49:00,"299 Street, Bangkok",Bangkok,In-Store,Corporate,Europe,Card,8.0,Rep_D,
2841,T2841,Samsung Galaxy S21,Electronics,Phones,4,1844.0,7376.0,5831.07,2023-11-06 15:29:00,"924 Street, São Paulo",São Paulo,In-Store,Consumer,Europe,Card,6.0,Rep_A,
2842,T2842,Dell XPS 13,Electronics,Laptops,5,970.0,4850.0,2876.8,2023-11-30 17:15:00,"65 Street, Lagos",Lagos,Wholesale,Small Business,Asia,Card,1.0,Rep_D,
2843,T2843,Dell XPS 13,Electronics,Laptops,5,378.0,1890.0,1469.27,2023-11-09 20:45:00,"802 Street, Cairo",Cairo,In-Store,Small Business,South America,Transfer,1.0,Rep_C,
2844,T2844,27in 4K Gaming Monitor,Electronics,Monitors,3,1730.0,5190.0,4582.39,2023-04-03 06:08:00,"804 Street, Jakarta",Jakarta,Wholesale,Corporate,Asia,Cash,8.0,Rep_C,
2845,T2845,MacBook Air,Electronics,Laptops,1,676.0,676.0,554.0,2023-06-04 13:30:00,"14 Street, Lagos",Lagos,In-Store,Consumer,South America,Card,5.0,Rep_B,
2846,T2846,Dell XPS 13,Electronics,Laptops,1,868.0,868.0,709.54,2023-01-28 22:04:00,"666 Street, Bangkok",Bangkok,In-Store,Consumer,Asia,Cash,6.0,Rep_B,
2847,T2847,27in 4K Gaming Monitor,Electronics,Monitors,4,1262.0,5048.0,3519.83,2023-12-03 12:47:00,"705 Street, Bangkok",Bangkok,In-Store,Corporate,Asia,Transfer,,Rep_A,
2848,T2848,Logitech Mouse,Electronics,Accessories,1,527.0,527.0,290.1,2023-04-08 11:34:00,"445 Street, São Paulo",São Paulo,Wholesale,Small Business,Africa,Transfer,7.0,Rep_D,
2849,T2849,Logitech Mouse,Electronics,Accessories,3,80.0,240.0,141.12,2023-11-22 10:29:00,"486 Street, Jakarta",Jakarta,Online,Small Business,Asia,Transfer,8.0,Rep_B,
2850,T2850,Samsung Galaxy S21,Electronics,Phones,2,1840.0,3680.0,2580.71,2023-03-19 18:20:00,"201 Street, Nairobi",Nairobi,In-Store,Consumer,South America,Transfer,5.0,Rep_D,
2852,T2852,Dell XPS 13,Electronics,Laptops,5,1419.0,7095.0,5611.6,2023-03-15 10:01:00,"555 Street, Lagos",Lagos,In-Store,Corporate,Africa,Card,7.0,Rep_B,
2853,T2853,iPhone 13,Electronics,Phones,1,1038.0,1038.0,529.68,2023-01-02 02:31:00,"823 Street, Mumbai",Mumbai,Online,Small Business,Africa,Card,5.0,Rep_B,
2854,T2854,AirPods Pro,Electronics,Accessories,5,1515.0,7575.0,4035.1,2023-09-20 05:06:00,"342 Street, São Paulo",São Paulo,Online,Small Business,South America,Card,9.0,Rep_D,
2855,T2855,iPhone 13,Electronics,Phones,1,763.0,763.0,406.03,2023-03-11 20:10:00,"158 Street, Bangkok",Bangkok,Online,Small Business,Asia,Cash,,Rep_A,
2856,T2856,Logitech Mouse,Electronics,Accessories,3,1887.0,5661.0,4524.8,2023-08-03 14:18:00,"25 Street, Cairo",Cairo,Online,Corporate,South America,Card,7.0,Rep_B,
2857,T2857,27in 4K Gaming Monitor,Electronics,Monitors,1,958.0,958.0,656.28,2023-04-04 02:57:00,"552 Street, Cairo",Cairo,Online,Small Business,Africa,Transfer,3.0,Rep_A,
2858,T2858,AirPods Pro,Electronics,Accessories,1,1953.0,1953.0,1007.19,2023-05-24 07:45:00,"417 Street, São Paulo",São Paulo,Online,Small Business,Europe,Cash,,Rep_A,
2859,T2859,27in 4K Gaming Monitor,Electronics,Monitors,3,1532.0,4596.0,3629.6,2023-07-06 11:19:00,"901 Street, Mumbai",Mumbai,In-Store,Consumer,Asia,Card,2.0,Rep_B,
2860,T2860,MacBook Air,Electronics,Laptops,4,1546.0,6184.0,5325.44,2023-03-17 14:44:00,"848 Street, Nairobi",Nairobi,Wholesale,Consumer,Africa,Transfer,2.0,Rep_A,
2861,T2861,Samsung Galaxy S21,Electronics,Phones,4,92.0,368.0,253.55,2023-01-09 20:17:00,"110 Street, Bangkok",Bangkok,Wholesale,Small Business,Europe,Transfer,2.0,Rep_C,
2862,T2862,Dell XPS 13,Electronics,Laptops,3,670.0,2010.0,1796.07,2023-08-15 03:59:00,"35 Street, Nairobi",Nairobi,Wholesale,Small Business,Europe,Cash,5.0,Rep_A,
2863,T2863,MacBook Air,Electronics,Laptops,4,353.0,1412.0,837.1,2023-10-25 06:31:00,"767 Street, Bangkok",Bangkok,Online,Corporate,Europe,Transfer,6.0,Rep_C,
2864,T2864,Dell XPS 13,Electronics,Laptops,4,1953.0,7812.0,4860.98,2023-01-05 23:42:00,"491 Street, São Paulo",São Paulo,In-Store,Small Business,Africa,Transfer,3.0,Rep_A,
2865,T2865,iPhone 13,Electronics,Phones,3,570.0,1710.0,1506.27,2023-05-24 23:47:00,"176 Street, Bangkok",Bangkok,Online,Corporate,Africa,Transfer,9.0,Rep_B,
2866,T2866,MacBook Air,Electronics,Laptops,1,229.0,229.0,118.57,2023-04-20 07:24:00,"406 Street, Jakarta",Jakarta,Wholesale,Consumer,Africa,Card,6.0,Rep_A,
2867,T2867,Dell XPS 13,Electronics,Laptops,5,899.0,4495.0,3306.49,2023-06-21 21:05:00,"495 Street, Bangkok",Bangkok,Wholesale,Consumer,Europe,Card,9.0,Rep_B,
2868,T2868,Samsung Galaxy S21,Electronics,Phones,2,240.0,480.0,399.67,2023-04-14 08:23:00,"673 Street, Jakarta",Jakarta,Wholesale,Corporate,Europe,Card,,Rep_D,
2869,T2869,Samsung Galaxy S21,Electronics,Phones,5,1176.0,5880.0,3505.23,2023-07-14 03:16:00,"915 Street, São Paulo",São Paulo,Wholesale,Corporate,Europe,Cash,1.0,Rep_B,
2870,T2870,iPhone 13,Electronics,Phones,2,1243.0,2486.0,2146.84,2023-08-20 19:04:00,"140 Street, Lagos",Lagos,In-Store,Corporate,Asia,Transfer,6.0,Rep_D,
2871,T2871,MacBook Air,Electronics,Laptops,4,586.0,2344.0,1411.2,2023-01-24 07:47:00,"123 Street, Bangkok",Bangkok,In-Store,Corporate,Asia,Cash,,Rep_B,
2872,T2872,iPhone 13,Electronics,Phones,1,564.0,564.0,473.4,2023-07-08 14:58:00,"636 Street, São Paulo",São Paulo,Online,Corporate,Asia,Transfer,7.0,Rep_B,
2873,T2873,Samsung Galaxy S21,Electronics,Phones,3,1219.0,3657.0,2819.05,2023-10-09 21:44:00,"675 Street, Bangkok",Bangkok,In-Store,Consumer,Asia,Transfer,2.0,Rep_D,
2874,T2874,iPhone 13,Electronics,Phones,4,962.0,3848.0,1951.14,2023-07-05 17:56:00,"208 Street, Nairobi",Nairobi,Wholesale,Small Business,Africa,Card,4.0,Rep_A,
2875,T2875,Dell XPS 13,Electronics,Laptops,1,961.0,961.0,637.67,2023-12-25 17:01:00,"69 Street, Bangkok",Bangkok,In-Store,Corporate,Africa,Cash,5.0,Rep_B,
2876,T2876,iPhone 13,Electronics,Phones,5,1654.0,8270.0,6659.17,2023-06-10 21:20:00,"577 Street, Nairobi",Nairobi,Wholesale,Corporate,South America,Card,3.0,Rep_D,
2877,T2877,Logitech Mouse,Electronics,Accessories,4,1515.0,6060.0,4719.09,2023-04-25 16:12:00,"178 Street, Lagos",Lagos,Online,Consumer,Europe,Transfer,5.0,Rep_A,
2878,T2878,MacBook Air,Electronics,Laptops,3,257.0,771.0,563.47,2023-05-16 01:14:00,"458 Street, Bangkok",Bangkok,Online,Corporate,Europe,Cash,6.0,Rep_A,
2880,T2880,Dell XPS 13,Electronics,Laptops,4,1755.0,7020.0,4171.33,2023-10-10 11:45:00,"180 Street, Cairo",Cairo,Wholesale,Consumer,Europe,Transfer,2.0,Rep_C,
2881,T2881,27in 4K Gaming Monitor,Electronics,Monitors,4,1569.0,6276.0,5375.4,2023-12-07 02:56:00,"377 Street, Cairo",Cairo,In-Store,Consumer,Africa,Transfer,1.0,Rep_B,
2882,T2882,iPhone 13,Electronics,Phones,5,536.0,2680.0,1703.2,2023-08-25 15:54:00,"481 Street, Bangkok",Bangkok,Online,Small Business,Europe,Cash,2.0,Rep_C,
2883,T2883,iPhone 13,Electronics,Phones,5,1137.0,5685.0,4862.71,2023-01-05 04:07:00,"888 Street, Jakarta",Jakarta,Online,Corporate,Europe,Card,2.0,Rep_D,
2884,T2884,iPhone 13,Electronics,Phones,4,960.0,3840.0,2246.67,2023-10-13 04:00:00,"763 Street, Jakarta",Jakarta,Online,Consumer,South America,Transfer,3.0,Rep_C,
2885,T2885,Samsung Galaxy S21,Electronics,Phones,5,1054.0,5270.0,3610.67,2023-11-27 22:29:00,"570 Street, Jakarta",Jakarta,Online,Small Business,South America,Card,1.0,Rep_C,
2886,T2886,Dell XPS 13,Electronics,Laptops,2,77.0,154.0,96.68,2023-01-06 12:32:00,"334 Street, Cairo",Cairo,In-Store,Consumer,Asia,Card,7.0,Rep_D,
2887,T2887,27in 4K Gaming Monitor,Electronics,Monitors,1,1091.0,1091.0,736.32,2023-10-21 16:06:00,"279 Street, Lagos",Lagos,Wholesale,Small Business,Africa,Card,8.0,Rep_C,
2888,T2888,iPhone 13,Electronics,Phones,5,1149.0,5745.0,4302.58,2023-12-13 17:47:00,"317 Street, São Paulo",São Paulo,In-Store,Small Business,Europe,Card,,Rep_C,
2889,T2889,AirPods Pro,Electronics,Accessories,5,353.0,1765.0,1037.65,2023-01-09 18:48:00,"332 Street, Jakarta",Jakarta,Online,Small Business,Asia,Transfer,6.0,Rep_C,
2890,T2890,MacBook Air,Electronics,Laptops,4,955.0,3820.0,2967.66,2023-05-19 20:53:00,"914 Street, Cairo",Cairo,Online,Consumer,South America,Card,9.0,Rep_C,
2891,T2891,iPhone 13,Electronics,Phones,1,1719.0,1719.0,1149.33,2023-04-22 14:51:00,"627 Street, Bangkok",Bangkok,Wholesale,Consumer,Asia,Transfer,8.0,Rep_B,
2892,T2892,MacBook Air,Electronics,Laptops,3,170.0,510.0,353.4,2023-05-19 19:45:00,"908 Street, Cairo",Cairo,Wholesale,Consumer,South America,Transfer,3.0,Rep_A,
2893,T2893,iPhone 13,Electronics,Phones,2,997.0,1994.0,1237.7,2023-11-17 19:42:00,"605 Street, Jakarta",Jakarta,Online,Small Business,South America,Cash,,Rep_B,
2894,T2894,Samsung Galaxy S21,Electronics,Phones,2,1546.0,3092.0,2526.83,2023-10-26 16:04:00,"624 Street, Jakarta",Jakarta,In-Store,Consumer,South America,Cash,4.0,Rep_C,
2895,T2895,Logitech Mouse,Electronics,Accessories,1,937.0,937.0,827.95,2023-01-31 19:09:00,"994 Street, Bangkok",Bangkok,In-Store,Small Business,Europe,Cash,,Rep_D,
2896,T2896,Samsung Galaxy S21,Electronics,Phones,3,381.0,1143.0,742.89,2023-04-10 16:48:00,"293 Street, Mumbai",Mumbai,Wholesale,Small Business,Asia,Transfer,6.0,Rep_A,
2897,T2897,Samsung Galaxy S21,Electronics,Phones,3,592.0,1776.0,935.81,2023-03-30 21:46:00,"3 Street, Lagos",Lagos,In-Store,Small Business,Europe,Cash,7.0,Rep_C,
2898,T2898,iPhone 13,Electronics,Phones,1,451.0,451.0,330.37,2023-03-30 06:46:00,"940 Street, São Paulo",São Paulo,Wholesale,Small Business,Africa,Card,5.0,Rep_A,
2899,T2899,iPhone 13,Electronics,Phones,5,1613.0,8065.0,4704.51,2023-11-06 22:09:00,"70 Street, Cairo",Cairo,Wholesale,Corporate,Europe,Cash,8.0,Rep_B,
2900,T2900,Dell XPS 13,Electronics,Laptops,3,403.0,1209.0,784.62,2023-01-27 02:20:00,"288 Street, Jakarta",Jakarta,Wholesale,Small Business,Africa,Card,5.0,Rep_D,
2901,T2901,Samsung Galaxy S21,Electronics,Phones,2,562.0,1124.0,692.88,2023-06-11 14:44:00,"967 Street, Mumbai",Mumbai,In-Store,Consumer,Europe,Cash,7.0,Rep_D,
2902,T2902,iPhone 13,Electronics,Phones,1,1867.0,1867.0,1394.96,2023-10-15 09:24:00,"738 Street, Jakarta",Jakarta,In-Store,Consumer,Europe,Cash,8.0,Rep_A,
2904,T2904,Logitech Mouse,Electronics,Accessories,3,1915.0,5745.0,4743.62,2023-11-16 01:57:00,"285 Street, Lagos",Lagos,In-Store,Consumer,South America,Card,3.0,Rep_A,
2905,T2905,MacBook Air,Electronics,Laptops,2,1773.0,3546.0,2211.52,2023-11-30 02:32:00,"29 Street, Jakarta",Jakarta,Online,Small Business,Europe,Cash,6.0,Rep_C,
2906,T2906,Logitech Mouse,Electronics,Accessories,1,1043.0,1043.0,837.78,2023-03-17 18:02:00,"506 Street, Nairobi",Nairobi,Online,Corporate,Europe,Card,7.0,Rep_D,
2907,T2907,Dell XPS 13,Electronics,Laptops,4,1948.0,7792.0,4220.7,2023-12-09 14:51:00,"41 Street, Cairo",Cairo,Wholesale,Consumer,Europe,Transfer,7.0,Rep_B,
2908,T2908,Logitech Mouse,Electronics,Accessories,5,1809.0,9045.0,4801.03,2023-09-18 22:14:00,"692 Street, Cairo",Cairo,Wholesale,Corporate,Africa,Transfer,6.0,Rep_D,
2909,T2909,MacBook Air,Electronics,Laptops,1,393.0,393.0,246.98,2023-01-07 21:25:00,"174 Street, Jakarta",Jakarta,Wholesale,Corporate,Europe,Transfer,5.0,Rep_D,
2910,T2910,27in 4K Gaming Monitor,Electronics,Monitors,1,1382.0,1382.0,780.14,2023-08-09 17:30:00,"134 Street, São Paulo",São Paulo,Wholesale,Corporate,Europe,Card,3.0,Rep_A,
2911,T2911,Logitech Mouse,Electronics,Accessories,1,654.0,654.0,586.18,2023-12-18 17:41:00,"845 Street, São Paulo",São Paulo,In-Store,Consumer,South America,Cash,9.0,Rep_B,
2912,T2912,27in 4K Gaming Monitor,Electronics,Monitors,3,1526.0,4578.0,3463.98,2023-06-19 01:34:00,"261 Street, Mumbai",Mumbai,Wholesale,Corporate,South America,Transfer,3.0,Rep_B,
2913,T2913,iPhone 13,Electronics,Phones,4,179.0,716.0,406.48,2023-01-24 04:20:00,"743 Street, Jakarta",Jakarta,Online,Consumer,Europe,Transfer,5.0,Rep_A,
2914,T2914,AirPods Pro,Electronics,Accessories,5,318.0,1590.0,1286.53,2023-12-12 04:31:00,"386 Street, São Paulo",São Paulo,In-Store,Small Business,Asia,Transfer,1.0,Rep_A,
2915,T2915,27in 4K Gaming Monitor,Electronics,Monitors,3,260.0,780.0,641.97,2023-03-06 05:21:00,"173 Street, Lagos",Lagos,In-Store,Corporate,Africa,Card,8.0,Rep_A,
2916,T2916,Logitech Mouse,Electronics,Accessories,5,1451.0,7255.0,4187.74,2023-02-16 10:26:00,"742 Street, Mumbai",Mumbai,Online,Consumer,South America,Transfer,8.0,Rep_C,
2917,T2917,AirPods Pro,Electronics,Accessories,4,1376.0,5504.0,4272.9,2023-01-31 05:25:00,"250 Street, Lagos",Lagos,In-Store,Small Business,Asia,Cash,8.0,Rep_A,
2918,T2918,Dell XPS 13,Electronics,Laptops,5,1498.0,7490.0,6407.37,2023-05-10 23:11:00,"91 Street, Jakarta",Jakarta,In-Store,Corporate,Asia,Transfer,7.0,Rep_A,
2919,T2919,Samsung Galaxy S21,Electronics,Phones,2,1614.0,3228.0,2347.89,2023-06-18 00:28:00,"209 Street, São Paulo",São Paulo,Online,Small Business,South America,Transfer,2.0,Rep_D,
2920,T2920,iPhone 13,Electronics,Phones,4,570.0,2280.0,1240.73,2023-05-09 13:01:00,"357 Street, Cairo",Cairo,Online,Small Business,Europe,Transfer,5.0,Rep_A,
2921,T2921,iPhone 13,Electronics,Phones,3,566.0,1698.0,1034.53,2023-11-18 16:44:00,"141 Street, São Paulo",São Paulo,Online,Corporate,Asia,Transfer,,Rep_B,
2922,T2922,Logitech Mouse,Electronics,Accessories,3,185.0,555.0,344.53,2023-06-05 00:38:00,"870 Street, Lagos",Lagos,In-Store,Small Business,Africa,Card,4.0,Rep_B,
2923,T2923,Dell XPS 13,Electronics,Laptops,2,327.0,654.0,365.2,2023-02-15 17:44:00,"271 Street, Mumbai",Mumbai,Wholesale,Small Business,South America,Card,4.0,Rep_D,
2924,T2924,MacBook Air,Electronics,Laptops,4,1742.0,6968.0,3705.75,2023-07-31 01:25:00,"87 Street, Cairo",Cairo,Wholesale,Corporate,Asia,Transfer,4.0,Rep_D,
2925,T2925,Samsung Galaxy S21,Electronics,Phones,2,1422.0,2844.0,1573.46,2023-05-21 18:16:00,"442 Street, Mumbai",Mumbai,Wholesale,Corporate,Europe,Card,6.0,Rep_B,
2926,T2926,MacBook Air,Electronics,Laptops,1,774.0,774.0,551.68,2023-08-07 07:34:00,"78 Street, Nairobi",Nairobi,In-Store,Corporate,Africa,Card,8.0,Rep_D,
2927,T2927,iPhone 13,Electronics,Phones,5,1309.0,6545.0,3463.5,2023-03-14 19:37:00,"426 Street, Jakarta",Jakarta,In-Store,Corporate,Africa,Cash,2.0,Rep_D,
2928,T2928,Logitech Mouse,Electronics,Accessories,5,754.0,3770.0,2738.54,2023-11-25 06:09:00,"670 Street, Cairo",Cairo,In-Store,Small Business,South America,Cash,8.0,Rep_B,
2929,T2929,iPhone 13,Electronics,Phones,1,394.0,394.0,264.01,2023-06-08 17:23:00,"865 Street, Nairobi",Nairobi,Online,Consumer,South America,Card,1.0,Rep_D,
2930,T2930,Logitech Mouse,Electronics,Accessories,1,850.0,850.0,563.79,2023-08-24 14:28:00,"608 Street, Nairobi",Nairobi,Wholesale,Corporate,Africa,Transfer,6.0,Rep_A,
2931,T2931,AirPods Pro,Electronics,Accessories,4,884.0,3536.0,2985.23,2023-03-02 22:10:00,"878 Street, Mumbai",Mumbai,Online,Consumer,Africa,Cash,6.0,Rep_A,
2932,T2932,Dell XPS 13,Electronics,Laptops,2,1062.0,2124.0,1543.05,2023-09-22 14:38:00,"820 Street, Bangkok",Bangkok,Wholesale,Consumer,Africa,Cash,5.0,Rep_B,
2933,T2933,AirPods Pro,Electronics,Accessories,4,1590.0,6360.0,5241.25,2023-08-24 18:38:00,"599 Street, Nairobi",Nairobi,In-Store,Small Business,South America,Cash,2.0,Rep_B,
2934,T2934,Samsung Galaxy S21,Electronics,Phones,5,146.0,730.0,641.63,2023-11-03 22:37:00,"429 Street, Jakarta",Jakarta,In-Store,Small Business,Africa,Cash,6.0,Rep_A,
2935,T2935,Logitech Mouse,Electronics,Accessories,5,1817.0,9085.0,7258.08,2023-02-21 19:11:00,"318 Street, Nairobi",Nairobi,In-Store,Consumer,South America,Card,1.0,Rep_D,
2936,T2936,iPhone 13,Electronics,Phones,3,605.0,1815.0,1143.3,2023-08-07 21:01:00,"472 Street, Bangkok",Bangkok,Online,Corporate,Africa,Cash,1.0,Rep_A,
2937,T2937,iPhone 13,Electronics,Phones,1,1144.0,1144.0,978.73,2023-11-26 17:06:00,"160 Street, Nairobi",Nairobi,Online,Corporate,Africa,Cash,6.0,Rep_D,
2938,T2938,Dell XPS 13,Electronics,Laptops,3,521.0,1563.0,885.9,2023-07-08 02:39:00,"952 Street, Lagos",Lagos,In-Store,Corporate,Europe,Card,2.0,Rep_A,
2939,T2939,MacBook Air,Electronics,Laptops,2,824.0,1648.0,1319.56,2023-02-18 05:19:00,"372 Street, Jakarta",Jakarta,Online,Consumer,South America,Cash,2.0,Rep_A,
2940,T2940,Dell XPS 13,Electronics,Laptops,2,548.0,1096.0,810.21,2023-06-10 22:55:00,"979 Street, Bangkok",Bangkok,In-Store,Consumer,South America,Card,4.0,Rep_C,
2941,T2941,Logitech Mouse,Electronics,Accessories,5,535.0,2675.0,1411.83,2023-12-17 09:09:00,"954 Street, Mumbai",Mumbai,Wholesale,Consumer,Africa,Transfer,9.0,Rep_C,
2942,T2942,MacBook Air,Electronics,Laptops,3,924.0,2772.0,2256.71,2023-02-18 23:12:00,"475 Street, Jakarta",Jakarta,Wholesale,Consumer,Africa,Cash,8.0,Rep_D,
2943,T2943,iPhone 13,Electronics,Phones,1,1851.0,1851.0,1255.85,2023-11-24 09:53:00,"443 Street, Mumbai",Mumbai,Online,Consumer,Africa,Transfer,7.0,Rep_B,
2944,T2944,27in 4K Gaming Monitor,Electronics,Monitors,3,1390.0,4170.0,2878.76,2023-03-06 04:55:00,"877 Street, Jakarta",Jakarta,In-Store,Small Business,Africa,Card,6.0,Rep_C,
2945,T2945,27in 4K Gaming Monitor,Electronics,Monitors,2,794.0,1588.0,1226.63,2023-05-08 11:08:00,"106 Street, Nairobi",Nairobi,Online,Small Business,Africa,Transfer,7.0,Rep_C,
2946,T2946,27in 4K Gaming Monitor,Electronics,Monitors,1,491.0,491.0,278.75,2023-11-08 21:49:00,"512 Street, Nairobi",Nairobi,In-Store,Corporate,South America,Cash,6.0,Rep_D,
2947,T2947,MacBook Air,Electronics,Laptops,5,1916.0,9580.0,5476.06,2023-02-17 20:19:00,"425 Street, Cairo",Cairo,Online,Corporate,Europe,Cash,4.0,Rep_C,
2948,T2948,Dell XPS 13,Electronics,Laptops,4,1181.0,4724.0,2456.81,2023-01-20 06:32:00,"7 Street, São Paulo",São Paulo,Wholesale,Consumer,South America,Transfer,8.0,Rep_D,
2949,T2949,AirPods Pro,Electronics,Accessories,3,313.0,939.0,565.8,2023-12-07 04:39:00,"329 Street, Nairobi",Nairobi,Wholesale,Small Business,South America,Cash,3.0,Rep_D,
2950,T2950,AirPods Pro,Electronics,Accessories,3,168.0,504.0,398.24,2023-01-27 07:00:00,"679 Street, Nairobi",Nairobi,In-Store,Corporate,South America,Card,,Rep_A,
2951,T2951,27in 4K Gaming Monitor,Electronics,Monitors,4,1606.0,6424.0,3285.6,2023-09-01 08:44:00,"122 Street, Nairobi",Nairobi,In-Store,Small Business,Africa,Card,4.0,Rep_C,
2952,T2952,MacBook Air,Electronics,Laptops,2,720.0,1440.0,900.14,2023-12-14 12:17:00,"471 Street, São Paulo",São Paulo,Wholesale,Consumer,South America,Card,,Rep_A,
2953,T2953,AirPods Pro,Electronics,Accessories,3,1219.0,3657.0,2328.59,2023-02-28 19:32:00,"107 Street, São Paulo",São Paulo,Online,Consumer,Europe,Cash,8.0,Rep_C,
2954,T2954,Samsung Galaxy S21,Electronics,Phones,1,1498.0,1498.0,1343.44,2023-01-04 02:33:00,"369 Street, Mumbai",Mumbai,In-Store,Corporate,South America,Cash,1.0,Rep_C,
2955,T2955,MacBook Air,Electronics,Laptops,4,1226.0,4904.0,3543.51,2023-03-09 02:56:00,"15 Street, Mumbai",Mumbai,In-Store,Corporate,South America,Cash,6.0,Rep_D,
2956,T2956,27in 4K Gaming Monitor,Electronics,Monitors,1,1710.0,1710.0,929.44,2023-01-10 21:57:00,"157 Street, São Paulo",São Paulo,In-Store,Corporate,Asia,Cash,5.0,Rep_D,
2957,T2957,Dell XPS 13,Electronics,Laptops,1,1476.0,1476.0,1091.01,2023-03-22 05:11:00,"145 Street, Lagos",Lagos,Online,Small Business,Asia,Cash,7.0,Rep_D,
2958,T2958,MacBook Air,Electronics,Laptops,4,115.0,460.0,282.57,2023-03-01 07:51:00,"679 Street, Mumbai",Mumbai,In-Store,Corporate,Europe,Card,6.0,Rep_A,
2959,T2959,27in 4K Gaming Monitor,Electronics,Monitors,2,1384.0,2768.0,1434.98,2023-08-31 02:51:00,"774 Street, Bangkok",Bangkok,Wholesale,Corporate,Europe,Transfer,6.0,Rep_C,
2960,T2960,Dell XPS 13,Electronics,Laptops,4,1887.0,7548.0,5390.84,2023-09-06 07:57:00,"996 Street, Cairo",Cairo,In-Store,Small Business,South America,Transfer,5.0,Rep_D,
2961,T2961,Logitech Mouse,Electronics,Accessories,2,1852.0,3704.0,2536.27,2023-06-14 19:30:00,"284 Street, Mumbai",Mumbai,Wholesale,Small Business,Asia,Cash,8.0,Rep_B,
2962,T2962,Dell XPS 13,Electronics,Laptops,5,685.0,3425.0,2869.53,2023-06-14 14:35:00,"266 Street, Cairo",Cairo,Wholesale,Consumer,Asia,Card,2.0,Rep_C,
2963,T2963,Logitech Mouse,Electronics,Accessories,5,1376.0,6880.0,5226.33,2023-01-25 06:01:00,"834 Street, Jakarta",Jakarta,Online,Corporate,Europe,Cash,1.0,Rep_D,
2964,T2964,iPhone 13,Electronics,Phones,3,960.0,2880.0,2405.01,2023-04-07 07:21:00,"500 Street, Mumbai",Mumbai,Wholesale,Small Business,South America,Card,2.0,Rep_B,
2965,T2965,27in 4K Gaming Monitor,Electronics,Monitors,2,1934.0,3868.0,2158.36,2023-07-29 08:56:00,"133 Street, Bangkok",Bangkok,In-Store,Consumer,Europe,Transfer,4.0,Rep_A,
